'ADALAH,"Lesbian, Gay, Bisek dan Transgender (LGBT) Dalam Konsep Hak Asasi Manusia ","Memperhatikan fenomena ke-hidupan sekarang ini yang ada di tengah-tengah kita yaitu perilaku yang menyimpang dari perilaku umum yang ada pada kehidupan masyarakat yang sangat dinamis ini. Perilaku Lesbian, Guy, Bisek dan Transgender (LGBT) muncul kem-bali sesuai dengan arus globalisasi dengan mengatasnamakan hak asasi manusia. Perilaku semacam ini tid-ak hanya menimbulkan masalah sosial juga masalah-masalah lain, yaitu agama, kesehatan, dan hukum. Masalah itu menjadi perde-batan yang panjang antara yang mendukung keberadaan kaum LGBT dan yang melarang adanya kaum LGBT. Perdebatan atau disku-si juga belum menemukan titik temu yang maksimal untuk me-nyelesaikan perilaku yang berbeda dari masyarakat Indonesia umumnya. Kaum LGBT mengklaim bahwa diri dan eksistensinya tidak lain adanya sebagai upaya adanya hak yang melekat pada orang seorang, sehingga keberadaan kaum LGBT tidak boleh dipermasalahkan apalagi dilarang karena merupakan hak asasi yang mereka miliki. Sekali lagi mereka melakukannya hanya-lah atas nama hak asasi manusia yang mereka miliki dan secara sosial masyarakat harus menerima mereka sebagai bagian dari masyarakat pa-da umum, begitu juga agama dan hukum tidak boleh seenaknya melarang keberadaan kaum LGBT."
'ADALAH,Pola Pikir Birokrat Pengabdi ,"Dalam rangka mewujudkan cita-cita bangsa yang tercantum dalam pembukaan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945, perlu dibangun aparatur sipil negara yang memiliki integritas, profesionalitas, komitmen yang tinggi serta mampu menyelenggara-kan pelayanan publik yang berkualitas bagi masyarakat."
'ADALAH,Dilema Perppu di Indonesia ,"PERPPU merupakan Peraturan Pemerintah Pengganti Undang-Undang yang dibuat oleh Presiden dalam keadaan genting yang dianggap dapat mengancam kedaulatan Negara Kesatuan Republik Indonesia.Perppu bersifat sementara, berbatas waktu hingga sidang Dewan Perwakilan Rakyat yang terdekat. Sehingga keberadaan Perppu tidaklah lama, DPR harus segera memberikan sikap menyetujui atau tidak menyetujui Perppu yang dikeluarkan Presiden. Apabila menyetujui, maka Perppu terkait berubah menjadi undang-undang."
'ADALAH,Mahar Politik Calon Kepala Daerah ,"Menjadi kepala daerah di era dem-okrasi transaksional saat ini tidaklah mudah. Bila tidak menyiapkan ma-har politik kepada partai politik, sudahlah pasti seseorang yang ber-hasrat menjadi kepala daerah tidak akan dapat mencapai impiannya. Mahar politik seakan menjadi hal yang lumrah, karena dianggap se-bagai ongkos perahu yang dalihnya nanti dijadikan sebagai dana pem-biayaan untuk menjalankan roda kendaraan partai. Layar perahu ka-pal parpol dipastikan tidak akan terkembang, dan kapal parpol tidak akan berlayar untuk membawa diri sang calon kepala daerah bila mahar politik tidak dibayarkan."
'ADALAH,Penerapan Filosofi Sila Kelima Guna Mewujudkan Cita-Cita Bangsa ,"Hukum yang berlaku di suatu bangsa, idealnya adalah hukum yang mampu menyejahterakan segenap elemen bangsa dan memiliki nilai filosofis yang dijunjung tinggi oleh bangsa tersebut. Nilai filosofis yang dijunjung tinggi ini akan selalu berjalan dan ditaati oleh masyarakat. Oleh karena itu, hukum yang berlaku di Indonesia diharapkan mampu menyejahterakan segenap elemen bangsa dan mengutamakan kepentingan bersama, bukan hanya menyejahterakan suatu golongan atau kelompok tertentu saja. Hal ini, sebagaimana yang tercantum dalam pembukaan UUD 1945 pada alinea terakhir yang menyinggung tentang kesejahteraan umum. Semua ini tak lain dari berpedoman kepada Pancasila sebagai dasar falsafah bernegara."
'ADALAH,Rekontruksi Wajah Buram Demokrasi ,"Ada beberapa sistem politik pemerintahan yang dikenal di dunia, salah satunya adalah sistem demokrasi. Demokrasi merupakan bentuk pemerintahan di mana masyarakat dipandang setara dalam proses pengambilan keputusan. Da-lam hal ini masyarakat diposisikan sebagai pemegang kekuasaan tertinggi dalam mengambil kepu-tusan. Jadi segala sesuatu yang ber-bau kebijakan harus mempertim-bangkan aspirasi dan kehendak masyarakat."
'ADALAH,Negeri Ini Belum Siap Berdemokrasi ,"Indonesia merupakan negara yang menganut sistem demokrasi dalam kehidupan bernegara. Pemerintahan dari rakyat, oleh rakyat, dan untuk rakyat dipercaya sebagai sistem yang mampu mewujudkan prinsip kedaulatan rakyat. Kedaulatan yang pelaksanaan kekuasaannya diserahkan melalui pemilihan umum, dimana rakyat bisa menggunakan haknya untuk dipilih (dari), memilih (oleh), dan menyejahterakan rakyatnya (untuk)."
'ADALAH,Saat Negara Hukum Hanya Sebatas Slogan ,"Negara Hukum adalah negara yang penyelenggaraan kekuasaannya berdasarkan hukum. Dimana hukum berperan penting dalam berdirinya suatu negara. Biasanya negara hukum menjadikan hukum sebagai fundamental negara dalam bentuk konstitusi atau konvensi. Seperti halnya Indonesia yang mengakui dirinya sebagai negara hukum yang tercantum dalam naskah UUD 1945 Pasal 1 ayat (3) yang secara tegas berbunyi Negara Indonesia adalah Negara Hukum. Indonesia sendiri memiliki konstitusi negara berupa UUD 1945. Oleh karenanya, setiap kebijakan dan peraturan yang dibuat oleh pemerintah negara haruslah bernafaskan dan tidak bertentangan dengan UUD 1945."
'ADALAH,Cita Pemilu Demokratis Bagi Masyarakat dan Negara Indonesia ,"Pada hakikatnya pemilu merupakan salah satu sarana perwujudan negara demokrasi untuk memilih pemimpin, baik itu presiden dan wakil presiden beserta jajarannya sampai ke tingkat daerah hingga desa sekalipun. Pemilu juga merupakan ajang bagi para calon pemimpin untuk menawarkan visi dan misi mereka kepada masyarakat sesuai dengan apa yang dibutuhkan rakyat kala itu. Bukan hanya itu saja, terkadang para calon kandidat juga menyuguhkan sesuatu yang menarik dan terkesan berbeda agar pemilih/masyarakat itu sendiri memilihnya sebagai pemimpin mereka."
'ADALAH,Kepentingan Politik Itu Tak Abadi ,"Kehidupan masyarakat di alam demokrasi memang tak terlepas dari keikutsertaan dalam kontestasi poli-tik. Kekisruhan politik di pentas panggung demokrasi malah men-imbulkan pertikaian di kalangan masyarakat. permusuhan, teror, in-timidasi, bahkan pembunuhan kerap terjadi antar para pendukung. Padahal antar elit politik sendiri kerap bemesraan pasca perseteruan diantara mereka sendiri. Lagi-lagi korbannya adalah masyarakat bawah pada ranah akar rumput yang tidak memahami hakikat poli-tik itu sendiri. Mereka melupakan bahwa di balik politik yang diusung para elit politik ada kepentingan yang dijadikan sebagai pencapaian tujuan partai politik. Partai politik ada bukan karena mereka ingin me-wakili suara rakyat pendukungnya, tetapi karena adanya kepentingan mereka sendiri."
'ADALAH,Kesetaraan HAM Di Muka Hukum  Dalam Kerangka Negara Kesejahteraan ,"Konsep kesetaraan HAM mengekspresikan gagasan untuk menghormati martabat yang melekat pada diri manusia. Dalam pasal 1 Deklarasi Universal Hak Asasi Manusia (DUHAM) menyatakan bahwa, Semua manusia dilahirkan merdeka dan mempunyai martabat dan hak yang sama. Mereka dikaruniai akal budi dan hati nurani dan hendaknya bergaul satu sama lainnya dalam semangat persaudaraan. Dimana hal yang sangat fundamental dari HAM adalah ide yang meletakkan semua orang terlahir bebas dan memiliki kesetaraan dalam HAM. Kesetaraan disini mensyaratkan adanya perlakuan yang setara, dimana pada situasi yang sama harus diberlakukan dengan sama, sesuai bunyi pasal 28D ayat (1) yang menyatakan: Setiap orang berhak atas pengakuan, jaminan, perlindungan, dan kepastian hukum yang adil serta perlakuan yang sama dihadapan hukum."
'ADALAH,Hak Konstitusional Warga Negara Dalam Beragama ,"Agama-agama resmi di Indonesia dijamin keberadaannya oleh negara dengan adanya regulasi Undang-Undang Nomor 1/PNPS/1965 tentang Pencegahan Penyalahgunaan Dan/Atau Penodaan Agama. Namun anehnya masih ada beberapa kelompok yang ingin menghapuskan sebagian atau keseluruhan dari isi undang-undang tersebut. Seperti misalnya Musdah Mulia bersama 7 LSM yang pernah mengajukan Judicial Review terkait Undang-Undang Nomor 1/PNPS/1965 tersebut, sehingga kemudian menimbulkan pro dan kontra di tengah masyarakat. Salah satu dasar gugatannya diantaranya adanya ketidakpastian hukum, sehingga dianggap menjadi alat penekan kelompok mayoritas untuk memaksakan kebenaran kepada kelompok minoritas.DOI:10.15408/adalah.v1i1.8198"
'ADALAH,Korupsi di Parlemen ,"Korupsi merupakan patologi sosial yang merusak struktur dan tatanan pemerintahan. Ia pun menjadi penghambat utama terhadap jalannya roda pemerintahan dan pembangunan suatu negara. Negara yang di dalam struktur pemerintahannya dikomandoi oleh pejabat yang koruptor, akan menghadapi keterpurukan ekonomi, yang imbasnya tidak hanya pada pembangunan negeri, tetapi juga pada kehidupan ekonomi masyarakat secara luas.DOI:10.15408/adalah.v1i1.8199"
'ADALAH,Perlindungan Hukum Terhadap Tenaga Kerja Indonesia ,"Fenomena banyaknya pengangguran tak henti menjadi pembahasan negara, karena menjadi tugas pemerintah untuk menyediakan lebih banyak lapangan pekerjaan, demi memenuhi hak konstitusional warga negara sesuai dengan amanat ayat 2 pasal 28D UUD 1945 yang menyatakan bahwa setiap orang berhak untuk bekerja serta mendapat imbalan dan perlakuan yang adil dan layak dalam hubungan kerja.DOI:10.15408/adalah.v1i1.8200"
'ADALAH,Macan Ompong Regulasi  Penyelesaian Kasus Insider Trading ,"Kejahatan insider trading bukan hal asing lagi di telinga masyarakat, terutama bagi mereka yang telah terbiasa dalam dunia investasi. Insider trading (penjualan orang dalam) adalah trading of a public companys stock or other securities (such as bonds or stock options) by individuals with access to non-public information about company. Insider Trading merupakan kejahatan yang paling sering terdengar, tak heran bila Munir Fuadi menyatakan bahwa tingkat kesulitan penegakan hukum kejahatan tersebut telah dikategorikan sebagai salah satu jenis white colar crime.DOI:10.15408/adalah.v1i1.8201"
'ADALAH,Resolusi Affirmative Action di Pengadilan ,Kasus kekerasan seksual yang terdapat pada catatan tahunan Komisi Nasional Perempuan tahun 2016 mengatakan secara jelas yang terungkap dalam angka-angka mencapai puncaknya 259.150 kasus kekerasan yang terjadi terhadap perempuan. Penegakan hukum yang sudah banyak dicanangkan dan ditetapkan dalam bentuk materil untuk setiap kasus kekerasan terhadap perempuan seperti yang tertuang dalam UU no 23 tahun 2004 tentang Perlindungan Korban Kekerasan Dalam Rumah Tangga (KDRT) sejatinya telah memberikan prinsip dasar perlindungan korban kekerasan dalam lingkup rumah tangga. Bahwa undang-undang tersebut dirasa sebagai terobosan baru dalam wacana perlindungan kekerasan terhadap perempuan yang juga sejalan dengan Konvensi Penghapusan Segala Bentuk Diskriminasi terhadap Perempuan (CEDAW) melalui Undang-Undang Nomor 7 Tahun 1984 pada tanggal 24 Juli 1984.DOI:10.15408/adalah.v1i1.8202
'ADALAH,Deparpolisasi Partai Sebagai Motif  Timbulnya Calon Perseorang ,"Salah satu fungsi partai politik adalah menjadi sarana partisipasi politik warga negara Indonesia. Tetapi sayangnya, fungsi sentral tersebut mengalami degradasi. Sedikit demi sedikit, partai politik mengalami proses pelemahan yang sering disebut sebagai deparpolisasi. Deparpolisasi terjadi sebagai akibat dari adanya perubahan peraturan perundang-undangan, putusan hakim, maupun persepsi publik, atau sikap amoral dari anggota partai politik. Adanya deparpolisasi ini mengakibatkan partai politik mengalami krisis kepercayaan yang berakibat pada timbulnya calon kepala daerah yang berasal dari perseorangan atau independen.Deparpolisasi terjadi sebagai akibat dari adanya perubahan peraturan perundang-undangan, putusan hakim, maupun persepsi publik, atau sikap amoral dari anggota partai politik. Adanya deparpolisasi ini mengakibatkan partai politik mengalami krisis kepercayaan yang berakibat pada timbulnya calon kepala daerah yang berasal dari perseorangan atau independen."
'ADALAH,Fonomena Korupsi Dalam Pemilihan Umum ,"Indonesia yang menganut paham demokrasi dalam sistem politiknya, tentu pemilihan umum menjadi salah satu cara melibatkan rakyat dalam berpartisipasi untuk menjalankan pemerintahan Indonesia, selain menjadi sarana penyalur hak Sosial Politiknya sebagai warga negara. Pemilu merupakan tahap penting dalam merepresentasikan perpolitikan di negara Indonesia, dengan memilih wakil rakyat untuk dijadikan pemerintah. Pemerintah yang terpilih diharapkan mampu menjalankan segala kepentingan publik, demi memajukan kesejahteraan negara dan menyelesaikan berbagai macam problematika yang terjadi di dalam negeri."
'ADALAH,Integritas Hakim Indonesia ,"Integritas dalam diri seorang hakim, merupakan salah satu kode etik dan perilaku hakim sedunia yang disepakati dalam The Bangalore Principles of Judicial Conduct (Konferensi Peradilan Internasional di Bangalore, India pada tahun 2001). Hal tersebut mutlak dimiliki seorang hakim sebagai kunci utama untuk membuka pintu-pintu keadilan bagi masyarakat sebagaimana yang dijanjikan UUD 1945. Namun saat ini, hakim Indonesia sedang dilanda krisis integritas. Terlihat dari banyaknya pelanggaran terhadap pedoman perilaku hakim, ditambah banyaknya deretan hakim yang tertangkap tangan terlibat kasus korupsi."
'ADALAH,Pengadilan Jalanan   Versus Negara Hukum ,"Beberapa waktu lalu, banyak media massa yang memberitakan tentang terjadinya perbuatan main hakim sendiri yang berujung pada tewasnya seseorang yang dituduh menjadi pelaku pencurian karena dibakar oleh amarah massa. Tentunya berita itu sempat menggegerkan masyarakat di seluruh penjuru Indonesia. Namun, kejadian main hakim sendiri atau yang biasa disebut dengan pengadilan jalanan hingga memakan korban jiwa, bukanlah hal baru di Indonesia. Seperti yang diungkapkan oleh sosiolog terkenal Sigit Rochadi kepada e-buletin Okezone.com (8/8/2017) yang menyatakan bahwa pada tahun 2015 setidaknya terdapat 7.766 kasus kekerasan yang diantaranya adalah 60,8% main hakim sendiri dan dari angka tersebut terdapat setidaknya 6,8% yang berujung dengan tewasnya tersangka."
'ADALAH,Kedaulatan Rakyat Dalam Pemilihan Umum Langsung ,"Kedaulatan rakyat dalam era demokrasi ini sudah seharusnya sudah menjadi milik rakyat sepenuhnya, karena saat ini pemilihan pemimpin negara atau pemimpin daerah sudah dipilih secara langsung oleh rakyat. Berbeda halnya dengan di masa orde lama dan orde baru, pemimpin kepala negara dan pemimpin daerah dipilih oleh wakil rakyat yang notabene ialah utusan partai politik, sebab itu kita harus mengembalikan kedaulatan rakyat sepenuhnya di tangan rakyat."
'ADALAH,Model Diversifikasi Sistem Perwakilan Rakyat ,Keberadaan partai politik di negara demokrasi sangat dibenarkan. Ia dijadikan sebagai pilar demokrasi dan pelaksana kedaulatan rakyat. Substansi pokok partai politik berupa kedaulatan (status) dan peranan (role) merupakan hal penting dalam perjalanan sistem demokrasi. Hal tersebut disebabkan karena keduanya memainkan peran penghubung antara pemerintah negara dengan warga negaranya.
'ADALAH,Pencabutan Hak Politik Terhadap Terpidana Korupsi ,"Korupsi merupakan perilaku yang menyimpang dari norma-norma yang diterima dan dianut masyarakat, yang tujuannya untuk mendapatkan keuntungan pribadi. Perbuatan tindak pidana korupsi merupakan pelanggaran terhadap hak-hak sosial dan hak-hak ekonomi masyarakat, sehingga tindak pidana korupsi tidak dapat lagi digolongkan sebagai kejahatan biasa (ordinarycrimes) melainkan telah menjadi kejahatan luar biasa (extra- ordinanrycrimes). Sehingga dalam upaya pemberantasannya tidak lagi dapat dilakukan secara biasa, tetapi dibutuhkan cara-cara yang luar biasa (extra-ordinarycrimes)"
'ADALAH,Partisipasi Publik Dalam Amandemen UUD ,"Pasca runtuhnya rezim orde baru hingga saat ini, semangat amandemen UUD 1945 masih marak disuarakan masyarakat. Semangat tersebut tumbuh karena terdapat berbagai kekurangan dalam UUD 1945 yang dianggap tidak sejalan dengan cita-cita bangsa. Namun dari keempat amandemen UUD 1945 yang telah berlangsung tersebut, tidak ada satu pun yang melibatkan partisipasi rakyat. Sehingga, mimpi bangsa Indonesia untuk memiliki konstitusi ideal berdasarkan Pancasila, belum juga menjadi nyata.Banyak dari kalangan ahli Hukum Tata Negara mengatakan, konstitusi di Indonesia yang telah berulang kali mengalami perubahan hasilnya masih belum maksimal. Hal tersebut disebabkan karena perubahannya hanya disesuaikan dengan selera pemerintahan yang berkuasa pada masanya, tanpa disesuaikan dengan prinsip-prinsip negara yang terkandung dalam Pancasila. Sehingga, sudah menjadi hal yang mutlak bahwa dalam mengubah konstitusi harus melibatkan partisipasi aktif dari masyarakat."
'ADALAH,"Regulasi Perppu Ormas, Otoriterkah? ","Tanggal 10 Juli 2017, rakyat Indonesia sempat dikejutkan dengan adanya kebar tentang dikeluarkannya Perppu No. 2 Tahun 2017 yang merupakan perubahan dari UU. No. 17 Tahun 2013 tentang Organisasi Kemasyarakatan. Dalam bab penjelasan Perppu No. 2 Tahun 2017 disebutkan tentang maksud dan tujuan dibentuknya Perppu tersebut, yang tidak lain adalah untuk membedakan dan melindungi antara Ormas yang konsisten dengan asas dan tujuan yang berdasarkan pancasila dan UUD 1945 dengan Ormas yang bertentangan dengan Pancasila dan UUD 1945. Selain memisahkan golongan Ormas, di dalam Perppu tersebut juga menambahkan banyak sanksi baik pidana maupun administrasi, berupa penghentian kegiatan Ormas serta pencabutan surat izin pendirian Ormas maupun statusnya sebagai badan hukum."
'ADALAH,Menuntut Anggota DPR  Mampu Menjaga Marwah Lembaga ,"Badan Kehormatan merupakan badan pengawas etika, sebagaimana tertuang pada BAB II Peraturan DPR-RI Nomor 1 Tahun 2011 Tentang Kode Etik. Dalam peraturan tersebut ditegaskan mengenai keharusan anggota DPR menjaga kewibawaannya sebagai anggota dewan yang menjadi perwakilan dari rakyatnya, mengedepankan kepentingan publik dari pada kepentingan partai politiknya, bahkan kepentingan pribadinya. DPR memiliki tugas untuk menjalankan amanat yang diberikan warga negara atau masyarakat yang telah memberikan kepercayaan dan menanam harapan untuk dilaksanakan sebaik mungkin. DPR pun tidak diperkenankan melakukan hal-hal yang tidak pantas, melanggar norma, menyalahgunakan kekuasaan dan turus serta dalam proses-proses peradilan (Nur Habibi 2014: 50). Karenanya peran dan kedudukan Badan Kehormatan DPR-RI sangat diperlukan, karena dapat dijadikan sebagai alat kontrol anggota DPR dalam menjaga marwah dan kewibawaannya sebagai wakil rakyat. Selain dasar hukum BK-DPR ini sangatlah jelas dan dapat menjalankan peraturannya dengan baik dan perlunya apresiasi mengingat hal ini turut dapat menunjang hasil yang ingin dicapai oleh negara Republik Indonesia."
'ADALAH,Calon Tunggal  Sebagai Wujud Disfungsi Partai Politik ,"Fenomena calon tunggal pada pemilihan umum kepala daerah serentak mewarnai suhu politik di Indonesia. Hal ini bermula pada tahun 2015 dengan terdapatnya tiga daerah dan tahun 2017 terdapat sembilan daerah, dan kemungkinan masih tetap ada dalam pemilukada berikutnya. Munculnya fenomena ini disebabkan karena kurangnya partisipasi partai politik untuk mengajukan kader-kader terbaik dari masing-masing partai, sehingga berdampak pada terjadinya liberalisasi politik untuk memenangkan satu pasangan calon saja."
'ADALAH,Batasan Kebebasan Beragama ,"Negara Indonesia sebagai Negara yang berdasarkan Pancasila menempatkan agama pada kedudukan penting dan mempunyai peranan serta menjadi sasaran dalam pembangunan. Dengan demikian kepentingan agama perlu memperoleh perlindungan hukum, sehingga sangat wajar apabila dalam KUHP terdapat pengaturan terhadap tindak pidana agama.Perlindungan kebebasan beragama termaktub dalam Undang-Undang Dasar Tahun 1945 pasal 29 ayat (1) dan (2), akan tetapi pemerintah belum menentukan agama dan kepercayaan apa saja yang diakui secara sah. Walaupun pada akhirnya putusan Presiden di era Gusdur menetapkan enam agama yang diakui secara sah di Indonesia, tetapi status agama lainnya belum diakomodir secara merata. Hukum pidana Indonesia mengatur segala aspek kehidupan masyarakatnya, karena berkaitan dengan fungsinya sebagai kontrol sosial maupun rekayasa sosial. Adanya pengaturan tindak pidana agama adalah amanat konstitusi. Hadirnya konik yang bernuansa agama membuat citra Indonesia menjadi keruh di mata dunia, pasalnya negara Indonesia adalah negara yang menjunjung tinggi toleransi dan sangat menghormati keanekaragaman bangsanya. Bhineka tunggal ika sebagai semboyan yang diagung-agungkan masyarakatnya berbalik dengan hal itu karena fakta yang terjadi adanya sikap intoleransi masyarakat yang kadang kurang memahami akan pluralnya masyarakat Indonesia sebagai realitas sosial."
